Seconds,Nanoseconds,Commit_Count,Identity_Count,Account_Count,Info_Count,Buffer_Occupancy_Pct,CPU_Pct
1783804023,139952377,11,0,0,0,0,0
1783804024,139960481,69,1,1,0,0,0.75
1783804025,139925291,85,0,0,0,0,1.25
1783804026,139917489,67,0,0,0,0,0.5
1783804027,139924779,71,0,0,0,0,1
1783804028,139923681,68,0,0,0,0,0.75
1783804029,139925065,69,0,0,0,0,0.75
1783804030,139925633,63,1,1,0,0,1
1783804031,139923425,66,0,0,0,0,1
1783804032,139919123,58,0,0,0,0,0.75
1783804033,139925785,59,0,0,0,0,0.5
1783804034,139924299,56,0,0,0,0,0.75
1783804035,139933424,66,2,2,0,0,0.75
1783804036,139913605,54,0,0,0,0,1.25
1783804037,139927452,56,0,0,0,0,0.25
1783804038,139925430,62,2,2,0,0,0.5
1783804039,139923111,60,0,0,0,0,1
1783804040,139924959,63,0,0,0,0,0.75
1783804041,139924177,66,0,0,0,0,1
1783804042,139927896,61,0,0,0,0,1
1783804043,139928022,53,1,1,0,0,0.75
1783804044,139915445,73,0,0,0,0,0.75
1783804045,139935663,67,1,1,0,0,0.75
1783804046,139924068,52,0,0,0,0,0.75
1783804047,139918880,59,1,2,0,0,0.75
1783804048,139924544,57,0,0,0,0,0.75
1783804049,139926319,63,1,1,0,0,0.75
1783804050,139925742,51,1,1,0,0,1.24
1783804051,139921314,63,0,0,0,0,0.25
1783804052,139919052,54,0,0,0,0,0.5
1783804053,139922180,60,0,0,0,0,0.25
1783804054,139963066,60,1,1,0,0,0.5
1783804055,139924879,59,0,0,0,0,0.5
1783804056,139923526,71,0,0,0,0,1
1783804057,139922117,52,0,0,0,0,0
1783804058,139918985,69,0,0,0,0,1
1783804059,139918169,66,0,0,0,0,1
1783804060,139918464,60,1,1,0,0,0.5
1783804061,139924833,53,0,0,0,0,0.75
1783804062,139926221,59,0,0,0,0,0.75
1783804063,139925424,48,0,0,0,0,0.75
1783804064,139926312,52,0,0,0,0,0.25
1783804065,139924089,55,0,0,0,0,1
1783804066,139920644,47,0,0,0,0,0.5
1783804067,139926403,57,1,1,0,0,0.5
1783804068,139923866,55,2,0,0,0,0
1783804069,139924921,55,0,1,0,0,0.5
1783804070,139925644,56,0,0,0,0,0.5
1783804071,139925403,52,0,0,0,0,0.5
1783804072,139926070,61,0,0,0,0,0.75
1783804073,139922515,45,0,0,0,0,0.5
1783804074,139922534,40,0,0,0,0,0.75
1783804075,139926183,82,0,0,0,0,0.25
1783804076,139924813,65,0,0,0,0,0.25
1783804077,139925851,53,1,1,0,0,1
1783804078,139922426,49,0,0,0,0,0.5
1783804079,139924483,43,1,1,0,0,0.5
1783804080,139923558,38,0,0,0,0,0.75
1783804081,139921800,74,0,0,0,0,1
1783804082,139920005,51,0,0,0,0,0.25
1783804083,139918488,22,0,0,0,0,0.25
1783804084,139924805,62,0,0,0,0,0.75
1783804085,139925029,60,0,0,0,0,0.25
1783804086,139925734,58,0,0,0,0,0.25
1783804087,139918940,59,0,0,0,0,0.25
1783804088,139925553,69,1,1,0,0,1
1783804089,139923074,73,0,0,0,0,0.75
1783804090,139929225,79,0,0,0,0,0.5
1783804091,139919931,59,0,0,0,0,1.25
1783804092,139914323,69,0,0,0,0,0.25
1783804093,139932622,56,0,0,0,0,0.5
1783804094,139926032,44,1,1,0,0,0.5
1783804095,139928017,52,0,0,0,0,0.25
1783804096,139924724,38,2,1,0,0,0.5
1783804097,139930319,60,0,0,0,0,1
1783804098,139923230,58,0,0,0,0,0
1783804099,139918586,52,0,0,0,0,0.5
1783804100,139922978,44,0,1,0,0,1
1783804101,139927001,45,0,0,0,0,0.5
1783804102,139925153,41,0,0,0,0,0.75
1783804103,139952064,26,0,0,0,0,0.5
1783804104,139926642,35,0,0,0,0,0.25
1783804105,139932480,37,0,0,0,0,0.25
1783804106,139956428,48,0,0,0,0,0.5
1783804107,139957081,41,1,1,0,0,0.75
1783804108,139923901,32,0,0,0,0,0
1783804109,139954146,32,0,0,0,0,0.5
1783804110,139925429,51,0,0,0,0,0.25
1783804111,139924656,35,1,2,0,0,0.75
1783804112,139918050,44,0,0,0,0,0.25
1783804113,139953758,44,0,0,0,0,0.25
1783804114,139923283,34,1,1,0,0,0.5
1783804115,139922325,41,1,1,0,0,0.5
1783804116,139925904,40,1,1,0,0,0.5
1783804117,139922484,36,0,0,0,0,1
1783804118,139923045,33,1,1,0,0,0
1783804119,139922125,49,2,3,0,0,0.75
1783804120,139919761,39,0,0,0,0,0.25
1783804121,139925452,49,0,0,0,0,0.25
1783804122,139954514,46,0,1,0,0,0.75
1783804123,139926909,48,0,0,0,0,0.5
1783804124,139922230,61,0,0,0,0,0.75
1783804125,139919589,48,0,0,0,0,0.5
1783804126,139924281,48,0,0,0,0,0.25
1783804127,139956843,47,1,2,0,0,0.5
1783804128,139924591,37,0,0,0,0,0.25
1783804129,139924672,34,1,1,0,0,0.5
1783804130,139926790,44,0,0,0,0,0.75
1783804131,139925964,37,0,0,0,0,0.25
1783804132,139916619,33,1,1,0,0,0.75
1783804133,139924534,43,0,0,0,0,0.25
1783804134,139925412,45,0,0,0,0,0.25
1783804135,139918827,35,0,0,0,0,1
1783804136,139928001,32,0,0,0,0,0.75
